pioreactor,start_h,end_h,n_points,growth_rate_per_h,doubling_time_h,r2,fit_status
pioreactor01,3.958888888889,5.9575,1440,1.6826966682614835,0.4119263998282508,0.9009726338803273,ok
pioreactor02,4.162777777778,6.161388888889,1440,1.7108866702783438,0.40513915538729245,0.8950455633368561,ok
pioreactor03,4.262777777778,6.261388888889,1440,1.6877514825393383,0.4106926806054749,0.9126191318520465,ok
pioreactor04,3.662777777778,5.661388888889,1440,1.6265095020749598,0.426156244200042,0.9265022957206075,ok
pioreactor05,2.662777777778,4.661388888889,1440,1.6443292409752073,0.4215379519425553,0.9390872578111258,ok
pioreactor06,3.762777777778,5.761388888889,1440,1.7841850778374537,0.38849511139286286,0.8872157795342177,ok
